beatmap_id,approved,submit_date,approved_date,last_update,artist,set_id,bpm,creator,creator_id,stars,diff_aim,diff_speed,cs,od,ar,hp,drain,source,genre,language,title,length,diffname,file_md5,mode,tags,favorites,rating,playcount,passcount,circles,sliders,spinners,maxcombo,storyboard,video,download_unavailable,audio_unavailable,beatmap_id,pack_id
431957,1,2014-05-30 04:06:29,2014-08-18 22:02:14,2014-08-11 21:28:00,Halozy,179699,183,captin1,689997,5.96725,2.99977,2.7359,4.2,8,9.2,6,307,Touhou,2,3,Kanshou no Matenrou,327,Eternal,c5981f1709103aba624851a948f51d4d,0,aqua trytone hotaru sentimental skyscraper emotional cosmic mind myouren hijiri byakuren delis yf_bmp collab collaboration,-1,9.7615,1164938,141112,957,442,3,1984,1,0,0,0,431957,SA15
433005,1,2014-05-31 16:40:46,2015-04-11 18:40:14,2015-04-04 17:46:42,Halozy,180138,173,Hollow Wings,416662,7.69485,3.97544,3.36277,4,8,9.6,6,300,東方Project,2,3,Genryuu Kaiko,302,Higan Torrent,5bb737207dab0afeb8c7b22fafa26abc,0,touhou cosmic armonica ほたる hotaru すみじゅん sumijun くまりす kumarisu 東方花映塚 彼岸帰航 higan retour ~ riverside view 小野塚 小町 おのづか こまち onozuka komachi th09 c79 hw shallicomparethee sict zun,-1,9.49964,3952691,135399,1279,610,3,2667,1,0,0,0,433005,SA19
433441,1,2014-06-01 10:45:38,2014-11-11 10:00:39,2014-11-04 09:35:26,Hanatan,180366,98,Natsu,1953876,3.91973,1.90883,1.84707,4,6.5,8,6,303,,4,3,Uta ni Katachi wa Nai keredo,305,Flower,d40a928e02e005f1a71fde8f06c35159,0,xinely ユリカ doriko vocaloid hatsune miku yurica,-1,9.55076,207859,42074,591,220,6,1138,0,0,0,0,433441,SA16
487951,1,2014-08-27 10:55:02,2015-04-05 12:20:15,2015-03-28 15:13:38,TRakker,207045,182,Amamiya Yuko,873961,5.98332,2.82245,2.90951,4,8.3,9.3,6,362,,10,3,Trail of Dust,391,Trail of Star,eeb649a70d2c48012cec007bffe4ff30,0,transwing -the inner gaze- taishi aoba ringo taka shallicomparethee hollow wings skystar,-1,9.54386,353814,32574,1082,604,0,2632,1,0,0,0,487951,SA19
489016,1,2014-08-29 05:22:33,2015-03-25 08:20:13,2015-03-18 07:52:00,nano.RIPE,207561,190,Milan-,1052994,5.28542,2.53134,2.53808,4,7.5,9,6.5,493,,5,3,Songs Compilation,604,Marathon,1323852692ecd60cd7cf304f95006a5a,0,yauxo appleeaterx pho kocari tsukikage to buranko 月影とブランコ zettaichi 絶対値 tsuma bikuhitori ツマビクヒトリ kage fumi 影踏み toumei na sekai 透明な世界 hana no iro ハナノイロ start chart スターチャート sora no shounen 空の少年 flash keeper フラッシュキーパー virtual boy バーチャルボーイ esoragoto 絵空事 fault finder フォルトファインダー moratorium モラトリアム nokuchiruka ノクチルカ moshimo no hanashi もしもの話 real world リアルワールド omokage warp 面影ワープ rain curtain レインカーテン hanasaku iroha 花咲くいろは home sweet home jinrui wa suitai shimashita 人類は衰退しました sankarea さんかれあ glasslip グラスリップ bakuman. 3 バクマン。 hataraku maou-sama! はたらく魔王さま! opening ending tv size short version cut insert the devil is a part timer lantis p.a. works collab kawaii desu,-1,9.51948,127560,11112,1034,802,1,2707,1,0,0,0,489016,SA19
520516,1,2014-10-14 08:27:53,2015-03-09 06:40:14,2015-03-02 06:05:07,fhana,222698,127,rui,74313,4.15428,2.07531,1.93876,4,7,8.3,7,329,天体のメソッド,3,3,Hoshikuzu no Interlude,331,Collab,2c6e55af78add3594310837fba5aac2d,0,maaagic soga sora no method noel nonoka yuzuki toyosaki aki natsukawa shiina minase inori,-1,8.77143,60447,5744,583,477,1,1778,1,0,0,0,520516,SA18
521710,1,2014-05-15 13:46:30,2015-02-17 16:20:33,2015-02-09 06:11:53,Tatsumi Megumi featured by Sano Hiroaki,175262,184,Chirony,1686709,5.61091,2.67209,2.70005,4,8,9,6,306,,2,3,Tsubomi (Long Version),307,Cherry Blossom,856c420b6d9d41a3a8c503df4d598861,0,guitarfreaksxg3 & drummaniaxg3 original soundtrack 2nd season jubeat saucer fulfill,-1,9.45228,159823,14380,772,478,5,1987,1,0,0,0,521710,SA18
538050,1,2014-11-10 15:18:58,2015-03-12 15:00:15,2015-03-05 14:45:56,Porter Robinson,231552,91,YellowManul,614413,3.74911,1.9569,1.63164,4.2,7,8.5,6,314,,10,2,Fresh Static Snow,346,Winter,ba9c54b584e6587537a80ade8e744738,0,worlds vocaloid avanna marathon crabovan,-1,9.29277,368128,80198,297,362,12,1070,1,0,0,0,538050,SA18
570953,1,2014-12-25 09:40:11,2015-02-11 22:41:06,2015-02-04 22:13:47,Demetori,248162,85,jonathanlfj,270377,4.60764,2.37293,2.00274,4,8,8.7,5.5,343,東方Project,2,5,Heartfelt Fancy ~ Prie a Dieu,354,<3,b1c5af33ae1b0d210dfeb220da31d2f0,0,marathon satori komeiji 古明地　さとり tendre est la mort le grimoire de reve zun 東方地霊殿　～ subterranean animism tokunan 徳南 kyuuhouji 九宝時 c85 touhou project,-1,9.63724,221920,28297,518,476,2,1528,0,0,0,0,570953,SA17
606661,1,2015-01-19 18:50:04,2015-04-10 16:20:14,2015-04-03 03:20:18,Shandy kubota,266199,174,Naitoshi,2730086,5.23724,2.59991,2.4287,4,8,9.2,6,301,,10,5,Lonely light (fang Remix),332,Tsuki,1a0ebeadc13cefaeced0e34b767629d8,0,dnb usao electric shandybass c86 shandybass2,-1,9.57222,93291,9713,599,658,1,1928,1,0,0,0,606661,SA19
616229,1,2015-01-26 12:23:32,2015-03-12 18:00:15,2015-03-04 20:18:22,SoundTeMP,270987,140,P A N,1285234,5.02226,2.38138,2.41952,4,7.5,8.8,6,787,Ragnarok Online,2,5,Ragnarok Online Compilation,960,Marathon,ee7b18f6a180e171f96da24b7bc183c5,0,aeon ancient groover be nice 'n easy purity your smile one fine day rag all night long backattack!! hamatan through the tower out of curiousity zingaro dreamer's dream rose of sharon naïve rave retro metro wanna be free!! welcome mr. hwang pampus upas fireflies heaven yetit petit come in peace we have lee but you don't have nano east temp it up angelica monastery in disguise dancing christmas in the 13th month fear... 라그나로크 온라인 the final destiny of the gods gravity setsurei p_a_n,-1,9.42564,56215,4661,2644,711,4,4172,0,0,0,0,616229,SA18
652715,1,2015-02-28 19:46:15,2015-04-03 02:40:13,2015-03-27 02:34:43,Hanatan,289567,90,kakifly,4219034,5.09059,2.61275,2.23211,4,8,9,5,431,,6,3,Songs Compilation,485,Marathon,49f28d8deab54d0ca4f197469fcc74c1,0,meyrink yurica utaite vocaloid touhou オレンジ orange 歌に形はないけれど uta ni katachi wa nai keredo ハジメテノオトhajimete oto midnight queen サリシノハラ sarishinohara 病名恋ワズライ byoumei koiwazurai 心做し kokoronashi somehow エアーマンが倒せない (sound holic ver.) airman ga taosenai 狐の嫁入り kitsune no yomeiri しわ shiwa 天樂 tengaku yuuyu-p buzzg masa chouchou-p honeyworks mikito-p crest malo doriko kiritan-p tohma,-1,9.31739,215455,31733,801,561,2,2160,1,0,0,0,652715,SA19
653547,1,2015-03-01 22:34:40,2015-04-03 21:20:14,2015-03-27 21:09:26,Kurosaki Maon,290040,138,CXu,84841,4.5804,2.19549,2.25795,5,10,8.5,7,369,東京レイヴンズ,3,3,X-encounter,370,X,890c29ab542e71a9247c151f1043b315,0,tokyo ravens opening full reincarnation,-1,8.83333,108113,6733,910,686,3,2359,0,0,0,0,653547,SA19
656534,1,2014-11-20 09:05:01,2015-03-19 17:20:14,2015-03-12 17:03:39,Nightwish,234748,140.01,tm1209,2775906,4.55991,2.26168,2.09623,4.3,6.7,8.2,5,306,,4,2,I Want My Tears Back,306,Wonder,fd095d66b7fb588f07d38744451efec8,0,"imaginaerum anette olzon emppu vuorinen marco tapani hietala tuomas holopainen jukka ""julius"" nevalainen",-1,9.6214,171139,17901,842,359,0,1637,0,0,0,0,656534,SA18
662911,1,2014-09-24 16:51:31,2015-04-10 15:20:14,2015-04-03 15:08:12,Pu Shu,216097,84,liangv587,2554967,4.29219,2.13985,1.97258,5,7,8.5,6,298,,5,4,Ping Fan Zhi Lu,298,Ordinary,a7e709ebbf926adcb6c6a87b5532d04e,0,濮树 后会无期 the ordinary road,-1,9.39005,162820,27955,331,364,2,1122,0,0,0,0,662911,SA19
664095,1,2015-03-20 13:26:54,2015-04-18 01:00:14,2015-04-08 00:56:08,Jerico,295647,178,Kloyd,1574070,5.46625,2.66566,2.60319,5,8,9.4,7,326,,10,5,Industrial Nation,359,Made in Korea,b1dc143b18abf6009c3045ddd2908a97,0,diverse system ad: drum'n bass dnb c83 comiket83,-1,9.70732,200116,23215,1027,679,5,2512,0,0,0,0,664095,SA19
666535,1,2015-03-24 04:23:47,2015-04-12 18:40:15,2015-04-05 11:06:19,7!!,296913,86.0001,Kagamine Ren,3143784,3.58876,1.81784,1.60049,4,7,8,6,305,四月は君の嘘,3,3,Orange,339,Orange,b822c53ce8de487c8493618257664b11,0,shigatsu wa kimi no uso your lie in april ending full version seven oops,-1,9.39699,1570611,277011,387,288,5,1005,0,0,0,0,666535,SA19
307618,2,2013-10-01 13:30:07,2014-02-01 18:59:56,2014-02-01 18:54:31,senya,119891,138,Satellite,1661227,4.4574,2.08185,2.19538,4,6,8,5,552,Touhou,2,3,Songs Compilation,680,Marathon,042b7fb149721c49db094a51576cdfde,0,dagger-gazel patchouli zun remilia scarlet flandre scarlet yamaxanadu saigyouji yuyuko houraisan kaguya cirno hinanawi tenshi elly hong meiling onozuka komachi moriya suwako kaku seiga fujiwara mokou alice margatroid shameimaru aya komeiji satori yuuhei the embodiment of scarlet devil phantasmagoria of flower view imperishable night ten desires perfect cherry blossom mountain of faith subterranean animism mystic square scarlet weather rhapsody septette for the dead princess u.n. owen was her? fate of sixty years judgment in the sixtieth year the gensokyo the gods loved wonderful heaven beloved tomboyish girl reach for the moon immortal smoke lunatic princess riverside view higan retour border of life bloom nobly cherry blossoms of sumizome history of the moon native faith mysterious mountain the youkai mountain extend ash ~ person of hourai old yuanxian 3rd eye last remote deitarabotti hizumi iceon kamasetora autobahn magical girls ultimate☆reimu c77 c78 c79 c80 c81 c82 c83,-1,9.58544,1838043,247489,1093,659,1,2758,1,0,0,0,307618,SA14
335628,1,2013-12-10 03:36:36,2014-07-22 04:02:15,2014-07-15 03:35:48,Demetori,133693,178,GoldenWolf,1612624,5.92292,2.75432,2.89886,4,9,9,7,378,Touhou,11,5,Kanjou no Matenrou ~ World's End,428,Extra Stage,017d33f07427799d0fc01777d7e177a3,0,emotional skyscraper cosmic mind 曼衍珠汝華 manenjushaka nada upasana pundarika byakuren hijiri undefined fantastic object th12 woof,-1,9.68467,2418849,106956,1599,469,3,2780,0,0,0,0,335628,SA15
376291,1,2014-02-24 17:15:26,2014-12-19 04:01:08,2014-12-10 17:06:43,Lia,153020,184,pkhg,343624,4.5662,2.347,2.00245,4,7,9,7,400,リトルバスターズ！ エクスタシー,2,3,Saya's Song Remix,406,Saya,687510c5383f8f485d66075d07f65028,0,yatoki tsukasa maeda jun va compilation cd vol.1 panorama little busters ecstasy ex key tokido saya 朱鷺戸沙耶 lanturn,-1,9.37019,136090,19078,429,637,1,2143,1,0,0,0,376291,SA16
379071,1,2014-03-02 07:14:53,2014-11-02 22:40:45,2014-10-22 05:41:49,u's,154351,210,neonat,1561995,5.80852,2.71037,2.85574,4,8,9.1,7,303,Love Live! School idol project,3,3,Bokura no LIVE Kimi to no LIFE,318,Daisuki,8c864f5dd5d5d0b6d7d80a2015334958,0,biscuitbox muse,-1,9.51852,414826,25035,787,563,2,1958,1,0,0,0,379071,SA16
443270,1,2014-06-19 20:17:37,2014-09-08 17:22:19,2014-09-01 12:53:53,Utada Hikaru,185392,176,ProfessionalBox,3250792,5.33559,2.54268,2.58173,4,7.8,9,6,385,ヱヴァンゲリヲン新劇場版：Q,10,3,Sakura Nagashi (el poco maro Remix),434,Eternity,d0bdd1cc97e74bc3b1a1c72af37d8357,0,dnb drum and bass drumstep asphyxia japan step collab collaboration hanzer gero paul carter evangelion:3.0 you can not redo shin gekijou ban,-1,9.65839,459383,50584,893,604,6,2455,0,0,0,0,443270,SA15
444356,1,2014-06-21 18:59:21,2014-09-15 01:02:10,2014-09-06 11:16:35,sweet ARMS,185927,215,Cherry Blossom,1156742,6.33484,2.87061,3.18983,4,9,9.3,6.5,314,デート・ア・ライブ 或守インストール,2,3,Installation,331,Nightmare,53556e1012b2e357116bfdc019d76cdf,0,arusu ars install compile heart sting playstation visual novel date a live ii 2 shio watanabe go sakabe kenterz,-1,9.72788,1513713,105930,581,614,7,1948,1,0,0,0,444356,SA15
469800,1,2014-07-31 17:05:05,2015-03-20 07:00:14,2015-03-12 07:34:06,3L,198034,125,TicClick,672931,3.84415,1.81929,1.86817,4.5,6,8,6,423,東方Project,2,3,Amoritachite Kami To Miyu,455,Hard,5cea1ac157d87100dd48e492c7278cd5,0,descending from the skies she appears as a goddess yakumo yukari necrofantasia touhou youyoumu 東方妖々夢 perfect cherry blossom zun syrufit studio syrup comfiture where is love shibayan shibayanrecords,-1,9.46154,92981,14088,818,537,2,1991,0,0,0,0,469800,SA18
470351,1,2014-08-01 16:03:14,2014-09-15 19:42:17,2014-09-08 18:44:38,TENMON & Yanagi Eiichiro,198299,90,Wafu,888955,2.46809,1.23954,1.12566,4,6,7,6,348,ef - a tale of memories.,3,5,Start and Stay with,353,ef,647214315cd4547b24e42552aabc18d7,0,minori みのり original soundtrack piano ~fortissimo~ ost,-1,8.91139,15418,4428,219,217,11,782,1,0,0,0,470351,SA15
472580,1,2014-08-04 15:38:18,2014-12-20 12:22:12,2014-12-13 11:52:07,Pile,199229,135,examination,1806962,5.71164,2.8673,2.59198,4,7,9,6,744,ラブライブ! School idol project,3,3,Love Live! Songs Compilation,797,Scarlet Princess,0fd77926ae0a65730e29cf079ce88025,0,"u's bibi true diva 西木野真姫 nishikino maki 愛してるばんざーい！ aishiteru banzai! ダイヤモンドプリンセスの憂鬱 diamond princess no yuuutsu mermaid festa vol.1 wild stars soldier game ラブノベルス love novels baby maybe 恋のボタン koi button 輝夜の城で踊りたい kaguya shiro de odoritai oh love&peace! and peace もぎゅっと""love""で接近中！ mogyutto de sekkin chu! 友情ノーチェンジ yuujou change start:dash!! start dash wonder zone きっと青春が聞こえる kitto seishun ga kikoeru wonderful rush 夏色えがおで1 2 jump! natsuiro egao de snow halation 僕らは今のなかで bokura wa ima naka de brand girls 僕らのlive 君とのlife bokura live kimi to life これからのsomeday korekara hinsvar happy623 kawaiwkyik yf_bmp xinely zzhboy el solarbeam regraz [_crystal] iamkwan fycho elaine crystal collab collaboration marathon",-1,9.47405,461961,27583,1502,1130,6,3872,1,0,0,0,472580,SA16
501107,1,2014-09-14 17:58:14,2014-10-19 16:01:27,2014-10-12 15:39:48,Pendulum,213098,174,ProfessionalBox,3250792,5.64606,2.72902,2.66849,4,8,9,6,319,,10,2,Propane Nightmares (Celldweller Remix),332,Heaven's Gate,68069a2b520461bb7797eb9ddbffcebe,0,dnb drum and bass drumstep rock electronic silico,-1,9.53354,846315,60078,1017,415,2,1934,0,0,0,0,501107,SA15
502414,1,2014-06-15 13:17:24,2014-11-28 18:42:04,2014-11-21 17:55:29,Receptor,184301,174,fergas,3144542,5.28079,2.58755,2.45779,4.3,7.5,9,7,313,,10,5,Redstar,334,Glory,8a4890bffc4962ed563a60d792a6024e,0,marathon russian downtempo drum and bass experimental glitch-hop dnb featured artist,-1,9.62298,954753,102737,809,484,6,1802,0,0,0,0,502414,SA16
502676,1,2014-09-17 15:08:36,2014-10-31 20:00:49,2014-10-24 19:54:10,Buta-Otome,213887,82,EvilElvis,1848318,4.82862,2.49322,2.1373,4,7,8.5,6,336,Touhou,2,3,Dark Road,338,Lunatic,d26f15c8b3c3f4493187f56630f0bd2a,0,nwolf beren 怨言神楽謌 コンプ comp ranko ランコ ゴーストリード ghost lead 東方神霊廟 ten desires zun yuyuko saigyouji 彷徨わない亡霊,-1,9.51948,38047,4586,657,443,0,1561,1,0,0,0,502676,SA15
509204,1,2014-09-26 15:13:07,2014-11-30 16:43:06,2014-11-23 16:16:20,Taishi feat. Himawari,217033,128,Zweib,1211737,5.15803,2.65676,2.26051,4.2,8,9,6.4,405,,10,3,Slow Step -First Love Comes Again-,413,KATAOMOI,684af87dbbbb507b78e4bf0600a6f01c,0,electro.sinker electro.muster cosmic records natsuno c85 c83,-1,9.39908,69512,9718,670,682,5,2155,0,0,0,0,509204,SA16
546148,1,2014-10-25 15:39:37,2015-01-21 06:20:44,2015-01-13 11:50:27,Misawa Aki,226381,162,Narcissu,1826598,4.5325,2.24668,2.08401,4,7.5,8.5,6,328,東方Project,2,3,Nostalgia,336,Nostalgia,62464108470597581c12c32a993890a4,0,c76 last remote komeiji koishi sound online tsukasa starlight vision zun 太田順也 上海アリス幻樂団 古明地 こいし ラストリモート 東方地霊殿 矢鴇つかさ 東風谷 早苗 touhou kochiya sanae yatoki marathon,-1,9.70843,155326,23987,557,494,1,1580,0,0,0,0,546148,SA17
546514,1,2014-11-23 10:01:46,2015-02-07 13:21:20,2015-01-31 11:52:48,Printemps,235836,156,Sakaue Nachi,1947052,5.01056,2.58209,2.17695,4,7.7,9,6,308,Love Live! School idol project,3,3,Eien Friends,312,Friends,42ebd00096d3e6b4f1bbb6d9ad8044e4,0,ラブライブ! µ's kousaka honoka minami kotori koizumi hanayo 高坂穂乃果 南ことり 小泉花陽 [csga]ar3sgice 新田恵海 内田彩 久保ユリカ nitta emi uchida aya kubo yurika,-1,9.57586,1152861,76138,877,351,2,1599,0,0,0,0,546514,SA17
548907,1,2014-11-26 21:09:56,2015-03-12 05:00:14,2015-03-05 04:36:12,GobouP,237093,139.99,CSLM,2675027,3.20516,1.66043,1.3913,4,7,8,6,319,,5,3,White*Christmas,331,Christmas,5b1ed0af2b280271fd221bf032ccc405,0,hatsune miku kagamine rin len meiko kaito kamui gakupo megpoid gumi megurine luka sf-a2 miki kaai yuki hiyama kiyoteru vocaloid xmas christmas gobou-p marathon,-1,9.136,27861,5281,174,427,3,1119,1,0,0,0,548907,SA18
550235,1,2014-11-28 21:03:56,2015-01-10 22:21:39,2015-01-03 21:47:50,Our Stolen Theory,237768,175,Asphyxia,1715720,6.12265,2.97976,2.88269,4,9,9.2,6,300,,10,2,United (L.A.O.S Remix),326,Infinity,d93af271e77645214e061a8e16b122f5,0,drum and bass dnb marathon xgor,-1,9.70015,8047140,322814,1338,416,4,2275,1,0,0,0,550235,SA17
580225,1,2014-11-22 13:49:37,2015-01-09 13:21:35,2015-01-02 12:51:35,765PRO ALLSTARS,235477,128.01,Startrick,2782104,4.31212,2.07278,2.04549,4,7.2,8.2,6,312,THE IDOLM@STER MOVIE 輝きの向こう側へ！,3,3,M@STERPIECE,322,Beyond the Brilliant Future,44618af61d4d55199e396c2a8271fe0f,0,kagayaki no mukougawa e idolmaster masterpiece amami haruka hoshii miki kisaragi chihaya hagiwara yukiho kikuchi makoto futami ami mami minase iori takatsuki yayoi ganaha hibiki miura azusa shijou takane yabuki kana mochizuki anna hakozaki serika satake minako kitazawa shiho nanao yuriko yokoyama nao nakamura eriko hasegawa akiko imai asami asakura azumi hirata hiromi shimoda kugimiya rie nigo mayako numakura manami takahashi chiaki hara yumi,-1,9.56888,934807,102790,660,335,1,1344,0,1,0,0,580225,SA17
582427,1,2014-12-02 07:18:46,2015-01-30 02:20:58,2015-01-23 02:12:18,Apocalyptica,239360,160,pishifat,3178418,5.19608,2.57001,2.41659,4,8.2,9,7,296,,4,5,Worlds Collide,297,!,bdafa3c7defdff1e05d500eefda7a9a6,0,cello thrash symphonic metal extended long,-1,9.34025,108651,12542,675,465,2,1679,0,0,0,0,582427,SA17
583343,1,2015-01-04 00:25:16,2015-02-15 16:21:31,2015-02-07 12:59:20,StylipS,254309,175,iMage--,1872496,5.97412,2.89134,2.82788,4,8,9,6,310,Fate/kaleid liner プリズマ☆イリヤ,3,3,Prism Sympathy(Asterisk Remix),311,Kaleid Liner,10b1c9b056f658821237b8d07bb04767,0,prisma☆illya ending type moon hardcore techno asterisk_,-1,9.52412,293395,17121,1085,487,0,2398,0,0,0,0,583343,SA18
585605,1,2015-01-05 14:25:43,2015-01-22 17:41:14,2015-01-15 17:18:36,petit milady,255481,150,Andrea,33599,4.39101,1.95491,2.24235,4,8,8.5,7,352,,5,3,Ma Cherie,366,Lovers,b38b6b9dbbe989ec71c4b18697d0e0c0,0,osuplayer111 aoi yuuki ayana taketatsu band duo universal music japan プチミレディア【通常盤】,-1,9.25661,172345,29571,916,442,3,1849,0,0,0,0,585605,SA17
587105,1,2015-01-06 10:04:17,2015-02-11 18:01:15,2015-02-04 17:34:31,Rita,256049,180,Fycho,1876867,5.61665,2.85338,2.52376,4,8,9,5,322,あおぞらストライプ,2,3,Blue Liner,343,Liner,405f5adf86fa8270d005d22165072be6,0,taishi dubstep trakker electro.muster gwave 2013 2nd progress astronauts spica アストロノーツ aozora stripe app,-1,9.6168,235966,29322,812,571,2,2020,0,0,0,0,587105,SA17
645242,1,2015-02-16 09:48:11,2015-03-15 16:20:15,2015-03-07 16:45:41,t=NODE,285718,149.99,Lan wings,467860,5.44155,2.7099,2.51055,4,7,9,6,494,東方Project,2,5,Four Seasons,532,Relax,1beb3915d03946e87e227fea9f2f12c0,0,touhou yuy arrangement remix shikieiki yamaxanadu th09 phantasmagoria flower view pofv 四季-春- dream of wonder 六十年目の東方裁判 fate of sixty years,-1,9.46154,102684,9419,874,865,3,2795,0,0,0,0,645242,SA18
647450,1,2015-02-19 22:07:13,2015-04-12 06:00:14,2015-04-05 05:21:05,Tojo Nozomi(CV.Kusuda Aina),286828,87,Sekai-nyan,700887,2.40055,1.25192,1.05045,4,6,7,6,301,,3,3,Moshimo kara Kitto,302,My Wish,6f6dde99341c875ac1ed71573d6bde1e,0,hata aki ラブライブ! love live school idol project toujou kussun marathon,-1,9.43302,84059,19696,200,268,4,870,0,0,0,0,647450,SA19
667993,1,2015-03-27 00:15:16,2015-04-17 17:20:15,2015-04-10 16:44:58,Ray,297581,128,Knotts,2613342,3.82383,1.88466,1.77129,4.3,7,8,6,293,あの夏で待ってる 特別編,3,3,Kisetsu no Shutter,294,Insane,66da5d3e2949c2a1f1a397a392ac7a52,0,僕達は高校最後の夏を過ごしながら bokutachi wa ha koukou saigo no natsu wo sugoshi nagara ova opening,-1,9.30645,49335,8381,532,332,2,1272,0,0,0,0,667993,SA19
